Fuente;N_charac;N_w;N_dcw;N_cw;N_lfw;N_rw;N_s;N_cs;LDI;ILFW;LC;SSR;ASL;CS;SCI;ARI;PM;MTLD;BLOQUE;CCONJ;SCONJ;PROPN;PRON;NOUN;VERB;ADP;AUX;DET;ADV;ADJ
ATM - Tramites - TEXTO 0060 LEY DE TRANSITO.txt;143;28;25;15;2;11;1;1;25;13,33333333;19,16666667;197,402;28;1;14,5;16,62464286;2;13,57188166;ATM;0;1;2;0;7;1;6;2;5;1;3
ATM - Tramites - TEXTO 0060 LEY DE TRANSITO_.txt;216;43;34;22;3;17;1;0;34;13,63636364;23,81818182;222,3637442;43;0;21,5;23,72953488;2;14,08808929;ATM;0;1;8;4;6;5;10;0;6;0;3
ATM - Tramites - TEXTO 0061 LEY DE TRANSITO.txt;176;32;27;18;3;14;1;0;27;16,66666667;21,83333333;218,6505;32;0;16;20,475;3;12,23886161;ATM;0;0;2;1;7;1;7;1;5;1;7
ATM - Tramites - TEXTO 0061 LEY DE TRANSITO_.txt;372;62;47;36;7;36;1;1;47;19,44444444;33,22222222;314,4160645;62;1;31,5;37,83;4;14,10256575;ATM;4;0;12;3;13;6;10;0;8;1;5
ATM - Tramites - TEXTO 0062 LEY DE TRANSITO.txt;182;27;24;16;5;12;1;0;24;31,25;27,625;212,9096667;27;0;13,5;23,81888889;4;14,80884715;ATM;2;0;3;0;9;2;7;0;2;0;2
ATM - Tramites - TEXTO 0062 LEY DE TRANSITO_.txt;221;40;32;22;7;19;1;1;32;31,81818182;31,90909091;243,965;40;1;20,5;24,59275;2;13,56261471;ATM;0;0;3;1;10;2;10;1;7;0;6
ATM - Tramites - TEXTO 0063 LEY DE TRANSITO.txt;281;46;33;27;6;22;1;0;33;22,22222222;27,61111111;254,7009565;46;0;23;30,34195652;5;15,4783967;ATM;7;0;11;0;9;2;7;0;4;1;5
ATM - Tramites - TEXTO 0063 LEY DE TRANSITO_.txt;205;36;30;21;9;17;1;0;30;42,85714286;36,42857143;236,6073333;36;0;18;23,39083333;3;14,14226739;ATM;0;0;5;2;9;2;9;0;5;0;4
ATM - Tramites - TEXTO 0064 INFORMACION ATM.txt;288;51;38;28;10;29;1;1;38;35,71428571;36,85714286;292,7295882;51;1;26;30,66764706;4;14,58032654;ATM;3;0;11;2;9;3;9;2;9;0;3
ATM - Tramites - TEXTO 0064 LEY DE TRANSITO.txt;188;33;28;20;5;20;1;1;28;25;26,5;276,1879091;33;1;17;21,90272727;6;13,72358252;ATM;3;0;3;0;9;2;6;1;4;0;5
ATM - Tramites - TEXTO 0065 INFORMACION ATM.txt;233;38;34;21;7;20;1;1;34;33,33333333;33,66666667;257,7735789;38;1;19,5;26,44973684;4;13,03214286;ATM;2;0;3;2;11;2;6;1;7;0;4
ATM - Tramites - TEXTO 0065 LEY DE TRANSITO.txt;217;36;29;21;5;22;1;0;29;23,80952381;26,4047619;282,6906667;36;0;18;24,96083333;6;13;ATM;2;0;3;0;12;2;8;0;5;0;4
ATM - Tramites - TEXTO 0066 INFORMACION ATM.txt;166;28;26;15;7;15;1;0;26;46,66666667;36,33333333;244,802;28;0;14;20,49357143;4;13,53644093;ATM;2;1;3;2;7;1;5;1;3;0;3
ATM - Tramites - TEXTO 0066 LEY DE TRANSITO.txt;220;34;28;21;4;17;1;0;28;19,04761905;23,52380952;242,606;34;0;17;26,04647059;4;13,63922608;ATM;3;0;2;1;10;2;5;0;4;0;7
ATM - Tramites - TEXTO 0067 INFORMACION ATM.txt;210;34;28;21;10;20;1;0;28;47,61904762;37,80952381;271,8824706;34;0;17;24,66117647;4;13,76541036;ATM;2;0;6;0;10;2;9;0;2;0;3
ATM - Tramites - TEXTO 0067 LEY DE TRANSITO.txt;354;57;43;34;11;32;1;0;43;32,35294118;37,67647059;299,9866842;57;0;28,5;36,32157895;13;13,96921182;ATM;6;0;2;0;17;1;8;1;9;0;13
ATM - Tramites - TEXTO 0068 INFORMACION ATM.txt;258;46;38;25;9;22;2;0;19;36;27,5;217,6939565;23;0;11,5;16,48695652;3;13,59121698;ATM;3;1;2;1;15;3;10;0;5;1;5
ATM - Tramites - TEXTO 0068 LEY DE TRANSITO.txt;235;41;30;21;5;19;1;0;30;23,80952381;26,9047619;241,7299756;41;0;20,5;26,06634146;7;14,98918829;ATM;3;1;10;1;7;3;8;0;7;0;1
ATM - Tramites - TEXTO 0069 INFORMACION ATM.txt;460;77;59;44;13;42;3;2;19,66666667;29,54545455;24,60606061;244,2794848;25,66666667;0,666666667;13,16666667;19,54099567;16;14,28673792;ATM;4;2;17;2;12;6;14;4;12;0;4
ATM - Tramites - TEXTO 0069 LEY DE TRANSITO.txt;168;34;27;16;4;18;1;0;27;25;26;252,3648235;34;0;17;18,84294118;4;14,83413462;ATM;0;1;4;0;9;0;11;0;5;1;3
ATM - Tramites - TEXTO 0070 INFORMACION ATM.txt;246;51;40;23;4;21;1;1;40;17,39130435;28,69565217;240,6825294;51;1;26;26,78882353;4;13,08631932;ATM;2;1;4;4;10;5;10;3;10;1;1
ATM - Tramites - TEXTO 0070 LEY DE TRANSITO.txt;266;48;36;32;6;23;1;0;36;18,75;27,375;258,2195;48;0;24;28,67125;3;15,36666667;ATM;3;0;23;1;4;1;9;1;3;0;3
ATM - Tramites - TEXTO 0071 INFORMACION ATM.txt;655;111;78;61;16;51;2;0;39;26,2295082;32,6147541;263,7481486;55,5;0;27,75;34,11324324;20;14,8379886;ATM;10;2;19;3;22;4;15;1;16;3;15
ATM - Tramites - TEXTO 0071 LEY DE TRANSITO.txt;176;30;24;19;3;12;1;1;24;15,78947368;19,89473684;202,99;30;1;15,5;21,202;4;15,07199639;ATM;3;0;6;0;5;2;4;0;4;0;6
ATM - Tramites - TEXTO 0072 INFORMACION ATM.txt;294;57;38;29;8;26;1;0;38;27,5862069;32,79310345;265,0603684;57;0;28,5;31,36368421;3;14,44028194;ATM;3;0;6;1;16;3;12;0;11;1;4
ATM - Tramites - TEXTO 0072 LEY DE TRANSITO.txt;165;28;24;15;3;16;1;0;24;20;22;256,652;28;0;14;20,32535714;4;14,93541981;ATM;2;0;5;0;6;1;6;0;5;0;3
ATM - Tramites - TEXTO 0073 INFORMACION ATM.txt;275;48;40;25;7;25;2;1;20;28;24;233,4285;24;0,5;12,25;17,554375;4;13,86956522;ATM;0;0;6;3;9;4;11;2;6;3;4
ATM - Tramites - TEXTO 0073 LEY DE TRANSITO.txt;204;40;31;20;7;19;1;0;31;35;33;243,965;40;0;20;22,591;4;13,44086022;ATM;4;0;3;0;12;1;10;0;5;1;4
ATM - Tramites - TEXTO 0074 INFORMACION ATM.txt;275;48;40;25;7;25;2;1;20;28;24;233,4285;24;0,5;12,25;17,554375;4;13,86956522;ATM;0;0;6;3;9;4;11;2;6;3;4
ATM - Tramites - TEXTO 0074 LEY DE TRANSITO.txt;125;21;16;11;3;11;1;0;16;27,27272727;21,63636364;229,589;21;0;10,5;17,10571429;2;15,74178082;ATM;0;0;3;0;6;0;6;0;4;0;2
ATM - Tramites - TEXTO 0075 INFORMACION ATM.txt;284;49;32;24;9;27;1;0;32;37,5;34,75;283,6695714;49;0;24,5;30,36877551;5;14,14031621;ATM;2;0;10;1;10;1;12;0;10;0;3
ATM - Tramites - TEXTO 0075 LEY DE TRANSITO.txt;256;43;31;27;3;23;1;0;31;11,11111111;21,05555556;268,6614186;43;0;21,5;28,11093023;3;16,58870624;ATM;4;0;19;1;5;1;7;1;3;1;1
ATM - Tramites - TEXTO 0076 INFORMACION ATM.txt;278;52;39;26;9;25;1;1;39;34,61538462;36,80769231;265,1872308;52;1;26,5;29,75038462;3;13,31166667;ATM;2;1;3;3;14;5;11;0;9;1;3
ATM - Tramites - TEXTO 0076 LEY DE TRANSITO.txt;275;45;35;29;5;20;1;1;35;17,24137931;26,12068966;241,8716667;45;1;23;29,85333333;5;13,49935557;ATM;5;0;13;1;8;1;7;3;3;0;4
ATM - Tramites - TEXTO 0077 INFORMACION ATM.txt;213;36;29;18;8;20;1;1;29;44,44444444;36,72222222;264,2573333;36;1;18,5;24,4375;4;12,66113654;ATM;1;0;2;7;6;5;4;1;5;1;4
ATM - Tramites - TEXTO 0077 LEY DE TRANSITO.txt;249;46;35;24;3;24;1;1;35;12,5;23,75;269,1270435;46;1;23,5;27,06543478;1;14,06521265;ATM;2;0;10;1;10;1;12;1;7;0;2
ATM - Tramites - TEXTO 0078 INFORMACION ATM.txt;182;29;25;18;3;18;1;1;25;16,66666667;20,83333333;274,6058276;29;1;15;22,62931034;2;14,51358149;ATM;1;0;7;0;6;3;6;0;4;0;2
ATM - Tramites - TEXTO 0078 LEY DE TRANSITO.txt;217;38;26;22;2;20;1;1;26;9,090909091;17,54545455;257,7735789;38;1;19,5;24,46657895;3;14,06607904;ATM;4;0;9;1;9;2;9;1;2;0;1
ATM - Tramites - TEXTO 0079 INFORMACION ATM.txt;288;43;33;25;5;24;1;0;33;20;26,5;276,3776977;43;0;21,5;31,61604651;7;14,46413744;ATM;2;0;5;1;14;4;8;0;7;0;2
ATM - Tramites - TEXTO 0079 LEY DE TRANSITO.txt;163;33;26;16;2;13;1;0;26;12,5;19,25;205,8060909;33;0;16,5;18,33454545;4;14,89847051;ATM;2;0;4;1;11;0;10;0;4;0;1
ATM - Tramites - TEXTO 0080 INFORMACION ATM.txt;396;70;55;39;12;35;1;1;55;30,76923077;42,88461538;300,53;70;1;35,5;40,21514286;6;14,91891892;ATM;3;1;2;1;23;8;14;0;12;1;5
ATM - Tramites - TEXTO 0080 LEY DE TRANSITO.txt;233;37;31;24;5;20;1;0;31;20,83333333;25,91666667;260,8843514;37;0;18,5;26,73027027;6;12,91561484;ATM;5;0;4;0;11;3;5;0;3;0;5
ATM - Tramites - TEXTO 0081 INFORMACION ATM.txt;244;44;33;23;7;24;1;1;33;30,43478261;31,7173913;273,7778182;44;1;22,5;26,68909091;4;13,86190476;ATM;2;1;5;0;13;4;9;0;9;0;1
ATM - Tramites - TEXTO 0081 LEY DE TRANSITO.txt;175;28;24;17;2;15;1;0;24;11,76470588;17,88235294;244,802;28;0;14;22,0075;4;13,77785283;ATM;1;0;3;0;9;0;7;0;3;0;5
ATM - Tramites - TEXTO 0082 INFORMACION ATM.txt;233;43;35;24;7;22;1;1;35;29,16666667;32,08333333;260,9451395;43;1;22;25,59162791;1;12,76692708;ATM;2;1;3;1;13;4;10;0;4;1;4
ATM - Tramites - TEXTO 0082 LEY DE TRANSITO.txt;186;31;26;19;6;20;1;1;26;31,57894737;28,78947368;285,9435161;31;1;16;22,33;2;16,36749353;ATM;1;0;6;3;5;3;4;3;5;0;1
ATM - Tramites - TEXTO 0083 INFORMACION ATM.txt;158;29;25;17;8;16;1;0;25;47,05882353;36,02941176;251,723069;29;0;14,5;18,73137931;3;14,07692308;ATM;3;0;4;0;7;0;6;0;2;0;7
ATM - Tramites - TEXTO 0083 LEY DE TRANSITO.txt;172;30;23;13;3;17;1;0;23;23,07692308;23,03846154;258,29;30;0;15;20,574;3;13,31438849;ATM;2;0;2;1;8;1;8;0;5;1;2
ATM - Tramites - TEXTO 0084 INFORMACION ATM.txt;146;24;20;14;3;15;1;0;20;21,42857143;20,71428571;267,991;24;0;12;19,2225;2;14;ATM;2;0;8;0;5;0;7;0;1;0;1
ATM - Tramites - TEXTO 0084 LEY DE TRANSITO.txt;136;23;22;14;2;13;1;0;22;14,28571429;18,14285714;246,5461304;23;0;11,5;17,92043478;3;12,95050281;ATM;2;0;2;0;7;0;4;0;3;0;5
ATM - Tramites - TEXTO 0085 INFORMACION ATM.txt;190;30;30;19;5;18;1;0;30;26,31578947;28,15789474;269,35;30;0;15;23,4;2;14,3726038;ATM;2;0;3;1;7;3;5;0;3;0;6
ATM - Tramites - TEXTO 0085 LEY DE TRANSITO.txt;236;39;30;23;4;22;1;1;30;17,39130435;23,69565217;271,9202308;39;1;20;26,57153846;4;14,26315789;ATM;3;0;9;0;6;1;8;1;5;0;6
ATM - Tramites - TEXTO 0086 INFORMACION ATM.txt;135;23;21;12;6;13;1;0;21;50;35,5;246,5461304;23;0;11,5;17,71565217;1;12,35758068;ATM;1;2;3;0;6;2;3;0;4;1;1
ATM - Tramites - TEXTO 0086 LEY DE TRANSITO.txt;274;43;35;23;5;24;1;0;35;21,73913043;28,36956522;276,3776977;43;0;21,5;30,08255814;4;15,65;ATM;1;0;8;2;9;2;10;0;6;1;4
ATM - Tramites - TEXTO 0087 INFORMACION ATM.txt;209;40;29;21;5;20;1;0;29;23,80952381;26,4047619;252,26;40;0;20;23,17975;1;13,55726277;ATM;3;0;2;0;12;2;9;1;7;0;4
ATM - Tramites - TEXTO 0087 LEY DE TRANSITO.txt;250;40;28;25;3;21;1;0;28;12;20;260,555;40;0;20;28,0075;3;13,62583123;ATM;2;0;8;1;8;0;9;2;3;0;7
ATM - Tramites - TEXTO 0088 INFORMACION ATM.txt;180;29;28;18;9;19;1;0;28;50;39;286,0472069;29;0;14,5;22,30448276;2;15,28021978;ATM;0;0;2;1;7;2;5;0;4;0;7
ATM - Tramites - TEXTO 0088 LEY DE TRANSITO.txt;253;46;32;23;5;21;1;1;32;21,73913043;26,86956522;247,487913;46;1;23,5;27,475;4;13,09642852;ATM;4;0;9;1;7;5;10;0;7;1;2
ATM - Tramites - TEXTO 0089 INFORMACION ATM.txt;285;39;34;23;3;23;1;0;34;13,04347826;23,52173913;280,4279231;39;0;19,5;32,48923077;10;14,61255411;ATM;1;1;5;2;11;3;5;0;6;0;5
ATM - Tramites - TEXTO 0089 LEY DE TRANSITO.txt;282;38;35;23;11;28;1;0;35;47,82608696;41,41304348;327,6262105;38;0;19;32,52315789;6;14,72108729;ATM;2;1;11;0;5;1;5;0;4;3;6
ATM - Tramites - TEXTO 0090 INFORMACION ATM.txt;145;25;23;16;3;14;1;0;23;18,75;20,875;248,033;25;0;12,5;18,388;2;15,03259005;ATM;1;1;12;0;2;2;5;0;2;0;0
ATM - Tramites - TEXTO 0090 LEY DE TRANSITO.txt;338;58;33;39;5;31;1;0;33;12,82051282;22,91025641;292,6633793;58;0;29;35,01793103;6;14,87104801;ATM;5;0;21;0;11;0;10;1;4;0;6
ATM - Tramites - TEXTO 0091 INFORMACION ATM.txt;153;26;21;12;4;11;1;0;21;33,33333333;27,16666667;204,2109231;26;0;13;19,28653846;2;17,7;ATM;2;0;8;0;4;0;6;0;4;0;2
ATM - Tramites - TEXTO 0091 LEY DE TRANSITO.txt;163;30;25;16;3;15;1;0;25;18,75;21,875;236,17;30;0;15;19,161;4;15,72658945;ATM;3;0;4;0;6;0;7;0;5;0;5
ATM - Tramites - TEXTO 0092 INFORMACION ATM.txt;204;39;28;20;3;15;2;0;14;15;14,5;180,9908846;19,5;0;9,75;12,95692308;3;14,64215686;ATM;1;0;6;0;10;1;9;0;8;0;4
ATM - Tramites - TEXTO 0092 LEY DE TRANSITO.txt;139;30;23;16;6;16;1;1;23;37,5;30,25;247,23;30;1;15,5;15,393;3;14,04638901;ATM;3;0;3;0;7;2;7;0;4;0;4
ATM - Tramites - TEXTO 0093 INFORMACION ATM.txt;383;66;41;37;8;34;1;0;41;21,62162162;31,31081081;299,1212727;66;0;33;38,90227273;7;14,73333333;ATM;6;1;15;0;14;1;11;1;11;0;6
ATM - Tramites - TEXTO 0093 LEY DE TRANSITO.txt;175;28;24;17;2;15;1;0;24;11,76470588;17,88235294;244,802;28;0;14;22,0075;4;13,77785283;ATM;1;0;3;0;9;0;7;0;3;0;5
ATM - Tramites - TEXTO 0094 INFORMACION ATM.txt;384;68;48;35;6;37;3;0;16;17,14285714;16,57142857;239,008902;22,66666667;0;11,33333333;16,50098039;5;14,19405242;ATM;2;0;8;3;18;3;16;0;12;0;6
ATM - Tramites - TEXTO 0094 LEY DE TRANSITO.txt;246;44;34;22;1;26;1;0;34;4,545454545;19,27272727;288,8596364;44;0;22;26,90318182;4;13,61904762;ATM;0;0;5;0;13;0;14;0;9;0;3
ATM - Tramites - TEXTO 0095 INFORMACION ATM.txt;129;25;20;14;3;14;1;0;20;21,42857143;20,71428571;248,033;25;0;12,5;15,3736;2;15;ATM;0;0;3;1;6;1;5;0;5;0;4
ATM - Tramites - TEXTO 0095 LEY DE TRANSITO.txt;210;40;32;23;5;19;1;1;32;21,73913043;26,86956522;243,965;40;1;20,5;23,2975;5;13,65186294;ATM;3;0;3;0;13;4;9;0;5;0;3
ATM - Tramites - TEXTO 0096 INFORMACION ATM.txt;144;25;24;16;7;16;2;1;12;43,75;27,875;254,4645;12,5;0,5;6,5;11,9496;2;13,52574906;ATM;3;0;2;0;6;2;3;1;1;0;5
ATM - Tramites - TEXTO 0096 LEY DE TRANSITO.txt;212;36;27;19;6;21;1;0;27;31,57894737;29,28947368;273,474;36;0;18;24,30666667;1;13,43851766;ATM;3;0;3;1;9;2;7;0;5;1;5
ATM - Tramites - TEXTO 0097 INFORMACION ATM.txt;145;28;21;13;5;12;1;0;21;38,46153846;29,73076923;209,252;28;0;14;16,96107143;4;14,54268293;ATM;1;0;2;0;6;1;5;1;8;1;3
ATM - Tramites - TEXTO 0097 LEY DE TRANSITO.txt;137;22;18;12;4;13;1;0;18;33,33333333;25,66666667;253,4616364;22;0;11;18,90045455;2;13,1659491;ATM;1;0;3;1;5;2;5;0;2;1;2
ATM - Tramites - TEXTO 0098 INFORMACION ATM.txt;198;43;37;20;5;20;2;0;18,5;25;21,75;210,9190814;21,5;0;10,75;11,00790698;3;13,35887097;ATM;3;2;4;3;10;2;9;1;6;0;3
ATM - Tramites - TEXTO 0098 LEY DE TRANSITO.txt;185;30;27;19;6;17;1;0;27;31,57894737;29,28947368;258,29;30;0;15;22,615;2;12,42960036;ATM;3;0;3;1;7;1;5;0;1;2;7
ATM - Tramites - TEXTO 0099 INFORMACION ATM.txt;207;38;29;20;6;18;1;1;29;30;29,5;240,3104211;38;1;19,5;23,22710526;4;13,73590943;ATM;1;1;12;1;5;3;9;0;5;0;1
ATM - Tramites - TEXTO 0099 LEY DE TRANSITO.txt;166;32;25;16;6;16;1;0;25;37,5;31,25;239,388;32;0;16;19,003125;4;12,94117092;ATM;3;0;3;0;9;1;8;0;4;1;3
ATM - Tramites - TEXTO 0100 INFORMACION ATM.txt;173;29;23;18;5;17;1;1;23;27,77777778;25,38888889;263,1644483;29;1;15;21,16758621;1;13,41162186;ATM;2;0;3;1;6;5;3;1;5;0;3
ATM - Tramites - TEXTO 0100 LEY DE TRANSITO.txt;171;29;25;16;5;15;1;0;25;31,25;28,125;240,2816897;29;0;14,5;20,84275862;2;13,13112586;ATM;1;0;3;1;8;2;6;0;4;1;3
ATM - Tramites - TEXTO 0101 INFORMACION ATM.txt;163;30;27;17;3;14;1;1;27;17,64705882;22,32352941;225,11;30;1;15,5;19,161;1;12,6150289;ATM;2;1;2;2;8;4;4;1;4;0;2
ATM - Tramites - TEXTO 0101 LEY DE TRANSITO.txt;188;31;28;19;3;14;1;0;28;15,78947368;21,89473684;221,7241613;31;0;15,5;22,63387097;4;13,55965909;ATM;2;0;2;0;7;2;4;1;6;0;7
ATM - Tramites - TEXTO 0102 INFORMACION ATM.txt;204;34;31;17;8;18;1;1;31;47,05882353;39,02941176;252,3648235;34;1;17,5;23,83;4;12,54428044;ATM;2;0;2;1;10;2;7;2;4;3;1
ATM - Tramites - TEXTO 0102 LEY DE TRANSITO.txt;190;26;24;18;5;16;1;0;24;27,77777778;25,88888889;268,0186154;26;0;13;25,98923077;8;13,20526316;ATM;2;0;2;0;11;1;4;0;2;0;4
ATM - Tramites - TEXTO 0103 INFORMACION ATM.txt;217;34;31;17;7;16;1;1;31;41,17647059;36,08823529;232,8471765;34;1;17,5;25,63088235;5;12,8988764;ATM;0;1;2;0;9;4;9;1;5;2;1
ATM - Tramites - TEXTO 0103 LEY DE TRANSITO.txt;167;28;24;17;6;15;1;0;24;35,29411765;29,64705882;244,802;28;0;14;20,66178571;4;13,36465859;ATM;2;0;2;1;9;1;6;0;2;0;5
ATM - Tramites - TEXTO 0104 INFORMACION ATM.txt;198;39;33;19;7;16;1;1;33;36,84210526;34,92105263;220,8740769;39;1;20;21,98230769;2;14,25551471;ATM;0;1;2;4;7;6;7;2;7;1;2
ATM - Tramites - TEXTO 0104 LEY DE TRANSITO.txt;232;32;30;21;8;22;1;0;30;38,0952381;34,04761905;301,6005;32;0;16;28,7175;9;13,42105263;ATM;3;1;2;2;8;0;3;0;2;0;11
ATM - Tramites - TEXTO 0105 INFORMACION ATM.txt;234;45;35;24;7;19;2;1;17,5;29,16666667;23,33333333;198,2958333;22,5;0,5;11,5;14,312;5;12,53648325;ATM;0;0;3;1;13;3;12;2;8;0;3
ATM - Tramites - TEXTO 0105 LEY DE TRANSITO.txt;194;34;28;19;3;19;1;1;28;15,78947368;21,89473684;262,1236471;34;1;17,5;22,44470588;3;14,34039088;ATM;2;1;3;1;9;4;6;0;5;0;3
ATM - Tramites - TEXTO 0106 INFORMACION ATM.txt;135;27;25;13;7;14;1;0;25;53,84615385;39,42307692;237,4874444;27;0;13,5;15,62;2;14,18181818;ATM;0;2;2;3;6;4;6;0;3;0;1
ATM - Tramites - TEXTO 0106 LEY DE TRANSITO.txt;230;40;34;24;5;15;1;0;34;20,83333333;27,41666667;210,785;40;0;20;25,6525;4;14,77777778;ATM;4;0;3;0;10;2;8;0;3;1;9
ATM - Tramites - TEXTO 0107 INFORMACION ATM.txt;191;38;31;19;6;17;1;0;31;31,57894737;31,28947368;231,5788421;38;0;19;21,24394737;3;13,56692668;ATM;3;0;2;1;10;2;8;1;6;1;4
ATM - Tramites - TEXTO 0107 LEY DE TRANSITO.txt;186;33;26;18;4;15;2;0;13;22,22222222;17,61111111;199,3666818;16,5;0;8,25;13,36727273;2;13,84499686;ATM;1;0;6;0;9;1;8;0;6;0;2
ATM - Tramites - TEXTO 0108 INFORMACION ATM.txt;120;22;21;14;4;9;1;0;21;28,57142857;24,78571429;193,1343636;22;0;11;15,26090909;2;14,53403731;ATM;1;1;3;0;5;1;2;2;3;1;3
ATM - Tramites - TEXTO 0108 LEY DE TRANSITO.txt;174;29;27;17;7;17;1;1;27;41,17647059;34,08823529;263,1644483;29;1;15;21,33;5;15,28575826;ATM;3;0;3;2;4;2;5;1;1;1;7
ATM - Tramites - TEXTO 0109 INFORMACION ATM.txt;168;28;24;17;5;17;1;1;24;29,41176471;26,70588235;268,502;28;1;14,5;20,83;1;13,5110483;ATM;0;0;3;1;8;4;7;2;3;0;0
ATM - Tramites - TEXTO 0109 LEY DE TRANSITO.txt;172;32;24;17;3;13;1;0;24;17,64705882;20,82352941;208,28175;32;0;16;19,88625;2;13,74731847;ATM;1;1;2;3;7;2;6;1;2;2;5
ATM - Tramites - TEXTO 0110 INFORMACION ATM.txt;188;33;29;15;6;15;1;0;29;40;34,5;225,9151818;33;0;16,5;21,90272727;1;13,26493129;ATM;2;0;3;2;8;3;5;1;5;2;1
ATM - Tramites - TEXTO 0110 LEY DE TRANSITO.txt;239;45;35;23;3;23;1;0;35;13,04347826;24,02173913;263,9916667;45;0;22,5;26,08533333;4;14,45395104;ATM;4;0;2;1;13;1;9;1;7;1;6
ATM - Tramites - TEXTO 0111 INFORMACION ATM.txt;253;45;36;24;7;28;1;0;36;29,16666667;32,58333333;300,8583333;45;0;22,5;27,55066667;2;13,47186017;ATM;1;0;5;0;13;2;12;0;6;0;5
ATM - Tramites - TEXTO 0111 LEY DE TRANSITO.txt;306;53;37;27;7;23;1;0;37;25,92592593;31,46296296;251,2656792;53;0;26,5;32,26358491;6;14,41416667;ATM;3;0;4;2;12;2;11;1;8;1;9
ATM - Tramites - TEXTO 0112 INFORMACION ATM.txt;203;31;29;18;5;21;1;0;29;27,77777778;28,38888889;296,6467419;31;0;15,5;24,91290323;4;14,39113082;ATM;1;0;2;1;9;1;6;1;5;0;5
ATM - Tramites - TEXTO 0112 LEY DE TRANSITO.txt;207;38;33;20;5;18;1;0;33;25;29;240,3104211;38;0;19;23,22710526;3;14,59005838;ATM;2;0;2;3;10;2;6;1;5;2;5
ATM - Tramites - TEXTO 0113 INFORMACION ATM.txt;144;29;24;13;4;12;1;1;24;30,76923077;27,38461538;205,9575517;29;1;15;16,45758621;4;12,90211785;ATM;1;0;2;0;6;1;7;1;6;2;3
ATM - Tramites - TEXTO 0113 LEY DE TRANSITO.txt;223;37;30;23;5;20;1;1;30;21,73913043;25,86956522;260,8843514;37;1;19;25,4572973;5;13,29326444;ATM;3;0;2;1;12;4;7;0;3;0;5
ATM - Tramites - TEXTO 0114 INFORMACION ATM.txt;288;50;40;30;6;25;1;1;40;20;30;268,35;50;1;25,5;30,6996;3;14,32770427;ATM;2;0;13;1;11;2;11;3;4;2;1
ATM - Tramites - TEXTO 0114 LEY DE TRANSITO.txt;221;39;31;22;4;19;1;1;31;18,18181818;24,59090909;246,3971538;39;1;20;24,76;3;14,4420012;ATM;3;0;11;1;5;1;8;0;5;1;4
ATM - Tramites - TEXTO 0115 INFORMACION ATM.txt;173;34;29;18;4;18;1;0;29;22,22222222;25,61111111;252,3648235;34;0;17;19,53558824;2;12,96581197;ATM;4;2;2;0;8;1;3;2;4;3;5
ATM - Tramites - TEXTO 0115 LEY DE TRANSITO.txt;203;38;24;17;3;19;1;0;24;17,64705882;20,82352941;249,042;38;0;19;22,73131579;2;14,61832265;ATM;2;0;2;0;13;0;10;0;9;0;2
ATM - Tramites - TEXTO 0116 INFORMACION ATM.txt;239;40;34;23;8;24;1;1;34;34,7826087;34,39130435;285,44;40;1;20,5;26,71225;3;15,57559682;ATM;2;0;9;1;5;5;7;2;6;0;3
ATM - Tramites - TEXTO 0116 LEY DE TRANSITO.txt;164;32;25;15;3;11;1;0;25;20;22,5;187,54425;32;0;16;18,70875;1;14,41263112;ATM;0;0;4;3;6;1;10;0;4;0;4
ATM - Tramites - TEXTO 0117 INFORMACION ATM.txt;252;51;40;25;5;21;1;1;40;20;30;240,6825294;51;1;26;27,34294118;3;13,24206646;ATM;0;2;3;1;12;4;13;4;8;1;3
ATM - Tramites - TEXTO 0117 LEY DE TRANSITO.txt;221;40;29;20;6;22;1;1;29;30;29,5;268,85;40;1;20,5;24,59275;2;15,00468581;ATM;4;0;9;1;8;1;7;2;7;1;0
ATM - Tramites - TEXTO 0118 INFORMACION ATM.txt;218;42;33;20;6;27;1;0;33;30;31,5;302,878;42;0;21;24,01714286;2;13,01705989;ATM;2;1;2;2;12;3;7;1;9;0;2
ATM - Tramites - TEXTO 0118 LEY DE TRANSITO.txt;373;65;47;34;7;33;2;0;23,5;20,58823529;22,04411765;242,7448077;32,5;0;16,25;21,84815385;5;15,53836696;ATM;3;0;14;3;13;2;14;2;9;2;3
ATM - Tramites - TEXTO 0119 INFORMACION ATM.txt;241;45;38;21;4;20;1;1;38;19,04761905;28,52380952;241,8716667;45;1;23;26,29466667;2;14,64157119;ATM;2;1;8;1;9;3;12;1;7;1;0
ATM - Tramites - TEXTO 0119 LEY DE TRANSITO.txt;218;36;28;20;5;20;1;1;28;25;26,5;264,2573333;36;1;18,5;25,09166667;3;14,73951795;ATM;3;0;9;1;4;2;7;1;5;0;4
ATM - Tramites - TEXTO 0120 INFORMACION ATM.txt;276;50;42;24;7;21;2;0;21;29,16666667;25,08333333;201,581;25;0;12,5;17,0692;4;14;ATM;2;2;2;1;14;2;8;2;11;2;4
ATM - Tramites - TEXTO 0120 LEY DE TRANSITO.txt;273;49;36;25;6;30;1;0;36;24;30;303,9838571;49;0;24,5;29,31142857;3;13,59382833;ATM;4;1;4;3;12;3;8;1;7;0;6
ATM - Tramites - TEXTO 0121 INFORMACION ATM.txt;153;28;25;11;6;15;1;0;25;54,54545455;39,77272727;244,802;28;0;14;18,30678571;7;13,83333333;ATM;0;1;3;1;6;2;7;0;5;2;1
